genre,level,title,time
DramaRomance,"R (for some violence, disturbing images and language)",Slumdog Millionaire,30-Aug-08
Art House & InternationalDrama,PG-13 (for language),The Class,24-May-08
DramaGay & Lesbian,"R (for language, some sexual content and brief violence)",Milk,26-Nov-08
Drama,R (for some language),Frost/Nixon,5-Dec-08
Action & AdventureScience Fiction & Fantasy,"PG-13 (for some intense sequences of sci-fi action and violence, and brief suggestive content)",Iron Man,30-Sep-08
Art House & InternationalComedyDrama,R (for language),Happy-Go-Lucky,10-Oct-08
Action & AdventureAnimationScience Fiction & Fantasy,G,WALL-E,27-Jun-08
Art House & InternationalDramaHorror,"R (for some bloody violence including disturbing images, brief nudity and language)",Let the Right One In,26-Jan-08
Art House & InternationalDocumentaryMusical & Performing Arts,NR,Les Plages d'Agnès (The Beaches of Agnes),3-Sep-08
DocumentarySpecial Interest,"PG-13 (for some sexuality and nudity, and drug references)",Man on Wire,9-Dec-08
Drama,R (for violence),The Wrestler,5-Sep-08
Art House & InternationalDocumentarySpecial Interest,NR,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),12-Nov-08
Action & AdventureDramaScience Fiction & Fantasy,PG-13 (for intense sequences of violence and some menace),The Dark Knight,18-Jul-08
Drama,NR,XXY,14-Jun-07
Action & AdventureDramaKids & FamilyScience Fiction & Fantasy,PG-13 (for sequences of fantasy violence and frightening images),Harry Potter and the Order of the Phoenix,11-Jul-07
Drama,R (for language),A Mighty Heart,16-Oct-07
Art House & InternationalDrama,NR,Aruitemo Aruitemo (Still Walking),28-Jun-08
DocumentarySpecial Interest,G,Manufactured Landscapes,20-Nov-07
Art House & InternationalComedy,R (for language and some sexual content),Mio Fratello è Figlio Unico (My Brother Is an Only Child),20-Apr-07
DocumentaryDramaSpecial Interest,PG-13 (for some thematic material involving descriptions of war atrocities.),War Dance,9-Nov-07
Action & AdventureComedyDrama,R (for pervasive language and some sexual content),Talk to Me,27-Jul-07
Drama,"R (for violence, pervasive drug content and language, nudity and sexuality)",American Gangster,2-Nov-07
DocumentaryMusical & Performing ArtsSpecial Interest,PG,When the Road Bends: Tales of a Gypsy Caravan,15-Jun-07
Art House & InternationalComedyDrama,R (for some sexual content and language),Rocket Science,10-Aug-07
Art House & InternationalDrama,NR,The Witnesses,14-Jun-07
Action & AdventureDrama,R (for language and some nudity),Into the Wild,19-Oct-07
ComedyDrama,"R (for strong language, nudity, sexual/content and some drug use)",Charlie Wilson's War,21-Dec-07
Drama,NR,Times and Winds (Bes vakit),10-Nov-07
Comedy,PG-13 (for some sex-related content),Lars and the Real Girl,12-Oct-07
DocumentaryMusical & Performing ArtsSpecial Interest,NR,The Real Dirt on Farmer John,4-Jul-07
Art House & InternationalDrama,NR,Syndromes and a Century,18-Apr-07
Action & AdventureMystery & Suspense,"PG-13 (for intense sequences of violence and action, language and a brief sexual situation)",Live Free or Die Hard,27-Jun-07
Art House & InternationalDramaRomance,R (for language and brief drug use),Paris Je T'aime,4-May-07
Drama,"R (for language, sexuality, some disturbing content and brief drug use)",Boy A,8-Sep-07
Art House & InternationalDramaMystery & Suspense,NR,Red Road,13-Apr-07
Art House & InternationalComedyDramaRomance,"R (for sexual content, some nudity and language)",2 Days in Paris,10-Aug-07
DocumentaryFaith & Spirituality,NR,Into Great Silence,28-Feb-07
DramaMystery & Suspense,"PG-13 (for violence, sexual content and language)",Breach,16-Feb-07
Art House & InternationalDocumentarySpecial Interest,R,L' Avocat de la Terreur (Terror's Advocate),19-Feb-08
Art House & InternationalDrama,"PG-13 (for sexual content, language and brief nudity)",Starting Out in the Evening,23-Nov-07
DramaMystery & Suspense,R (for brief language and sexual references),Roman de gare,24-May-07
Art House & InternationalDramaMystery & Suspense,"PG-13 (for violence, thematic elements and brief strong language)",Shotgun Stories,12-Oct-07
Action & AdventureKids & FamilyScience Fiction & Fantasy,"PG (for thematic elements including bullying, some peril and mild language)",Bridge to Terabithia,16-Feb-07
DramaRomance,"R (for disturbing war images, language and some sexuality)",Atonement,7-Sep-07
DocumentaryMusical & Performing Arts,PG (for language and some sexual references),ShowBusiness: The Road to Broadway,11-May-07
Action & AdventureHorror,"R (for strong graphic bloody violence and gore, pervasive language, some sexuality, nudity and drug use)",Grindhouse,6-Apr-07
DocumentaryMusical & Performing Arts,NR,Joe Strummer: The Future Is Unwritten,2-Nov-07
Drama,NR,Alexandra,25-May-07
Action & AdventureArt House & InternationalMystery & SuspenseScience Fiction & Fantasy,R (for nudity and language),Los Cronocrímenes (Timecrimes),20-Sep-07
Art House & InternationalDocumentaryMusical & Performing ArtsSpecial Interest,PG (for some mild language and thematic elements),Young@Heart,16-Sep-08
DocumentarySpecial Interest,NR,Must Read After My Death,1-Nov-07
DramaMusical & Performing Arts,R (for language and brief sexuality),Control,17-May-07
DramaMystery & Suspense,"R (for language, some violence and sexual content)",The Lookout,30-Mar-07
ComedyDrama,R (for language),The Hoax,6-Apr-07
Drama,NR,The Wind That Shakes the Barley,16-Mar-07
DramaMusical & Performing ArtsMystery & Suspense,R (for graphic bloody violence),Sweeney Todd: The Demon Barber of Fleet Street,21-Dec-07
DramaHorrorMystery & Suspense,R (for some disturbing content),The Orphanage,28-Dec-07
DocumentarySpecial Interest,PG (for thematic elements and some disturbing images),God Grew Tired Of Us,14-Aug-07
Art House & InternationalComedyDrama,PG-13 (for brief nudity),O' Horten,26-Dec-07
DocumentarySpecial Interest,NR,An Unreasonable Man,12-Jun-07
DramaMystery & Suspense,"R (for a scene of strong graphics sexuality, nudity, violence, drug use and language)",Before the Devil Knows You're Dead,2-Nov-07
Art House & InternationalDrama,"PG-13 (for some violence, sexual content, language and thematic issues)",The Italian,19-Jan-07
Comedy,"R (for pervasive crude and sexual content, strong language, drinking, some drug use and a fantasy/comic violent image--all involving teens)",Superbad,17-Aug-07
ComedyDrama,R (for some sexuality and language),The Savages,28-Nov-07
DocumentaryMusical & Performing Arts,G,U2 3D,1-Jan-09
DocumentarySpecial Interest,NR,Lake of Fire,3-Oct-07
Drama,G,Auf der Anderen Seite (The Edge of Heaven) (On the Other Side),23-May-07
Action & AdventureDrama,PG-13 (for some sequences of intense war violence and torture),Rescue Dawn,27-Jul-07
AnimationComedy,PG-13 (for irreverent humor throughout),The Simpsons Movie,27-Jul-07
Art House & InternationalDrama,NR,This Is England,27-Jul-07
DramaMystery & Suspense,"R (for strong brutal and bloody violence, some graphic sexuality, language and nudity)",Eastern Promises,21-Sep-07
ComedyDramaRomance,"PG-13 (for sexual content, language and thematic elements)",Waitress,2-May-07
Action & AdventureDramaWestern,R (for violence and some language),3:10 to Yuma,7-Sep-07
Art House & InternationalDrama,NR,La Graine et le Mulet (The Secret of the Grain) (Couscous),3-Sep-07
DocumentaryMusical & Performing ArtsSpecial Interest,PG-13 (for language),My Kid Could Paint That,5-Oct-07
DramaMystery & Suspense,R (for language including some sexual dialogue),Michael Clayton,12-Oct-07
Documentary,"R (for disturbing images and descriptions of wartime atrocities, including rape)",Nanking,12-Dec-07
Art House & InternationalComedyDrama,NR,12:08 East of Bucharest (A fost sau n-a fost?),6-Jun-07
Action & AdventureArt House & InternationalDramaMystery & Suspense,NR,Triad Election (Hak se wui yi wo wai kwai),25-Apr-07
DocumentarySpecial Interest,NR,Up the Yangtze,30-Sep-07
Action & AdventureComedyDrama,"R (for violent content including some graphic images, and language)",Hot Fuzz,20-Apr-07
Action & AdventureArt House & InternationalComedyDramaHorror,R (for creature violence and language),The Host,9-Mar-07
Drama,"R (for some strong violence, brief sexuality/nudity and language)",The Counterfeiters,10-Feb-07
Mystery & Suspense,"R (for some strong killings, language, drug material and brief sexual images)",Zodiac,2-Mar-07
ComedyMusical & Performing Arts,"PG (for language, some suggestive content and momentary teen smoking)",Hairspray,20-Jul-07
ComedyRomance,"R (for sexual content, drug use and language)",Knocked Up,1-Jun-07
Drama,PG-13 (for some strong language),Away From Her,20-Jan-07
Drama,R (for some violence),There Will Be Blood,26-Dec-07
DocumentarySpecial Interest,NR,No End in Sight,27-Jul-07
DocumentarySpecial Interest,NR,My Winnipeg,7-Sep-07
Art House & InternationalDrama,NR,Grbavica,16-Feb-07
DocumentarySpecial InterestSports & Fitness,R (for language and some sexual material),Surfwise,1-Sep-07
Art House & InternationalDrama,NR,Killer of Sheep,30-Mar-07
Documentary,G,Encounters at the End of the World,1-Sep-07
DocumentarySpecial InterestFaith & Spirituality,PG-13,For the Bible Tells Me So,5-Oct-07
DocumentarySpecial Interest,NR,The Devil Came on Horseback,30-Oct-07
DocumentarySpecial Interest,PG-13 (for brief strong language),Sicko,29-Jun-07
ComedyKids & FamilyRomance,PG (for some scary images and mild innuendo),Enchanted,18-Mar-08
Drama,"PG-13 (for nudity, sexual content and some language)",The Diving Bell and the Butterfly,30-Nov-07
Action & AdventureComedyDrama,NR,Ten Canoes,1-Jun-07
Documentary,"PG (for mild language, brief violent images and incidental smoking)",In the Shadow of the Moon,12-Feb-08
DramaMystery & Suspense,"R (for violence, drug content and pervasive language)",Gone Baby Gone,19-Oct-07
DocumentarySpecial InterestSports & Fitness,PG-13 (for a brief sexual reference),The King of Kong: A Fistful of Quarters,29-Jan-08
Drama,R,"4 Months, 3 Weeks and 2 Days",17-May-07
Action & AdventureDramaMystery & Suspense,PG-13 (for violence and intense sequences of action),The Bourne Ultimatum,3-Aug-07
ComedyDocumentary,NR,The Life of Reilly,9-Nov-07
ComedyDrama,"PG-13 (for mature thematic material, sexual content and language)",Juno,5-Dec-07
AnimationDrama,"PG-13 (for mature thematic material including violent images, sexual references, language and brief drug content)",Persepolis,25-Dec-07
Art House & InternationalComedyDrama,PG-13 (for brief strong language),The Band's Visit,7-Dec-07
DramaMusical & Performing Arts,R (for language),Once,18-May-07
Action & AdventureDramaMystery & Suspense,R (for strong graphic violence and some language),No Country for Old Men,21-Nov-07
DocumentarySpecial Interest,"R (for disturbing images, and content involving torture and graphic nudity)",Taxi to the Dark Side,28-Apr-07
AnimationComedyKids & Family,G,Ratatouille,29-Jun-07
AnimationComedyKids & Family,PG (for some rude humor and mild comic action),Over the Hedge,19-May-06
Action & AdventureAnimationComedyKids & Family,G,Cars,9-Jun-06
Art House & InternationalDrama,R (for some graphic sexuality),House of Sand,11-Aug-06
ComedyDrama,"R (for sexual content, nudity, language and drug use)",Transamerica,20-Jan-06
Action & AdventureDramaMystery & SuspenseScience Fiction & Fantasy,R (for strong violence and some language),V for Vendetta,17-Mar-06
AnimationComedyKids & Family,PG (for some mild peril and rude humor),Happy Feet,17-Nov-06
ComedyDrama,PG-13 (for some sensuality),The Devil Wears Prada,30-Jun-06
Action & AdventureArt House & InternationalDramaMystery & Suspense,R (for strong violence and some sexual content),Fong juk (Exiled),6-Sep-06
Art House & InternationalComedyDramaHorror,NR,Taxidermia,3-Feb-06
Art House & InternationalDrama,PG (for mild thematic elements),Riding Alone for Thousands of Miles,1-Sep-06
Action & AdventureDramaMystery & Suspense,PG-13 (for violence and disturbing images),The Prestige,20-Oct-06
Art House & InternationalComedy,PG-13 (for sexual content including nudity),Priceless,18-Nov-06
Drama,PG (for boxing violence and some language),Rocky Balboa,22-Dec-06
Action & AdventureComedyDramaMystery & Suspense,R (for strong sexual content and language),The Matador,27-Jan-06
Action & AdventureDramaHorrorMystery & Suspense,R (for violent and drug content),Brick,21-Apr-06
Action & AdventureArt House & InternationalScience Fiction & Fantasy,"R (for strong violence, some drug content and language)",District B13 (Banlieue 13),2-Jun-06
AnimationDramaKids & Family,G,Charlotte's Web,15-Dec-06
DramaRomance,R (for language and some sexual situations),Come Early Morning,10-Nov-06
Action & AdventureDramaScience Fiction & Fantasy,PG-13 (for some intense action violence),Superman Returns,28-Jun-06
DocumentaryMusical & Performing Arts,PG-13 (for brief strong language),Sketches of Frank Gehry,22-Aug-06
Art House & InternationalComedyDrama,"PG (for thematic material, mild language, brief suggestive content, some violence and smoking)",The Year My Parents Went on Vacation (O Ano em Que Meus Pais Saíram de Férias),26-Sep-06
DramaMusical & Performing Arts,"PG-13 (for language, some sexuality and drug content)",Dreamgirls,25-Dec-06
Art House & InternationalDrama,NR,Bamako,25-Mar-08
DocumentarySports & Fitness,PG-13 (for language and some nudity),Once in a Lifetime: The Extraordinary Story of the New York Cosmos,18-May-06
DocumentarySpecial Interest,PG-13 (for disturbing war images and brief language),Why We Fight,20-Jan-06
ComedyDrama,"R (for strong sexuality and nudity, language and some disturbing content)",Little Children,6-Oct-06
Art House & InternationalDrama,R (for language and some strong violent content),Tsotsi (Thug),24-Feb-06
ComedyDrama,R (for language),Mutual Appreciation,1-Sep-06
Drama,NR,Old Joy,25-Aug-06
AnimationHorrorScience Fiction & Fantasy,R (for violent and sexual images),Paprika,7-Oct-06
DocumentaryMusical & Performing ArtsSpecial Interest,R (for some language and brief nudity),Air Guitar Nation,28-Aug-07
Art House & InternationalDrama,"PG (for brief, partial nudity and mild language)",Sweet Land,13-Oct-06
DocumentaryTelevision,NC17 (for some graphic sexual content),This Film Is Not Yet Rated,1-Sep-06
DocumentaryDrama,R (for language and disturbing violent content),The Road To Guantanamo,24-Oct-06
DocumentaryDramaSpecial Interest,"R (for disturbing violent content, and language)",The Ground Truth,15-Sep-06
Action & AdventureArt House & InternationalDramaMystery & Suspense,NR,El Aura (The Aura),15-Nov-06
DocumentarySpecial Interest,NR,Independent Lens,27-Apr-10
DocumentarySpecial Interest,NR,Maxed Out,10-Mar-06
DocumentarySpecial Interest,NR,The Beauty Academy of Kabul,19-Dec-06
Art House & InternationalDrama,R (for brief language),L'Enfant,24-Mar-06
